11000001	21000311	31000007	J105443
11000001	21000311	31000008	J100744
11000001	21000311	31000009	J225046
11000001	21000311	31000010	J160837
11000001	21000311	31000011	J114700
11000001	21000311	31000012	J134914
11000001	21000312	31000013	J102655
11000001	21000312	31000014	J134312
11000001	21000312	31000015	J205818
11000001	21000312	31000016	J113434
11000001	21000312	31000017	J105711
11000001	21000312	31000018	J164218
11000001	21000312	31000019	J154535
11000001	21000312	31000020	J111301
11000001	21000312	31000021	J135038
11000001	21000312	31000022	J121358
11000001	21000312	31000023	J222914
11000001	21000312	31000024	J155429
11000001	21000313	31000025	J204640
11000001	21000313	31000026	J162604
11000001	21000313	31000027	J164807
11000001	21000313	31000028	J233317
11000001	21000313	31000029	J155023
11000001	21000313	31000030	J112628
11000001	21000313	31000031	J153001
11000001	21000313	31000032	J143204
11000001	21000313	31000033	J101729
11000001	21000313	31000034	J221203
11000001	21000314	31000035	J125428
11000001	21000314	31000036	J131854
11000001	21000314	31000037	J160534
11000001	21000314	31000038	J144855
11000001	21000314	31000039	J101453
11000001	21000314	31000040	J144913
11000001	21000314	31000041	J144530
11000001	21000314	31000042	J135411
11000001	21000314	31000043	J125713
11000001	21000314	31000044	J105521
11000001	21000315	31000045	J224324
11000001	21000315	31000046	J163203
11000001	21000315	31000047	J171818
11000001	21000315	31000048	J145337
11000001	21000315	31000049	J150131
11000001	21000315	31000050	J130842
11000001	21000315	31000051	J145406
11000001	21000315	31000052	J103404
11000001	21000315	31000053	J112124
11000001	21000316	31000054	J124926
11000001	21000316	31000055	J232605
11000001	21000316	31000056	J144938
11000001	21000316	31000057	J233828
11000001	21000316	31000058	J130714
11000001	21000316	31000059	J142701
11000001	21000316	31000060	J154226
11000001	21000316	31000061	J125843
11000001	21000316	31000062	J155459
11000001	21000317	31000063	J225555
11000001	21000317	31000064	J115549
11000001	21000317	31000065	J140741
11000001	21000317	31000066	J104140
11000001	21000317	31000067	J101757
11000001	21000317	31000068	J100250
11000001	21000317	31000069	J113721
11000001	21000317	31000070	J105039
11000001	21000317	31000071	J233550
11000001	21000318	31000072	J114033
11000001	21000318	31000073	J105936
11000001	21000318	31000074	J140121
11000001	21000318	31000075	J154029
11000001	21000318	31000076	J101336
11000001	21000318	31000077	J160039
11000001	21000318	31000078	J161257
11000001	21000318	31000079	J144303
11000001	21000318	31000080	J121131
11000001	21000318	31000081	J113653
11000001	21000318	31000082	J123454
11000001	21000318	31000083	J110750
11000001	21000319	31000084	J151106
11000001	21000319	31000085	J100040
11000001	21000319	31000086	J223733
11000001	21000319	31000087	J110431
11000001	21000319	31000088	J134446
11000001	21000319	31000089	J143202
11000001	21000319	31000090	J210436
11000001	21000319	31000091	J133030
11000001	21000319	31000092	J170645
11000001	21000320	31000093	J103151
11000001	21000320	31000094	J222206
11000001	21000320	31000095	J130602
11000001	21000320	31000096	J123708
11000001	21000320	31000097	J123831
11000001	21000320	31000098	J164927
11000001	21000320	31000099	J134143
11000001	21000320	31000100	J214534
11000001	21000320	31000101	J135250
11000001	21000320	31000102	J111707
11000001	21000320	31000103	J135245
11000001	21000320	31000104	J101408
11000001	21000321	31000105	J215117
11000001	21000321	31000106	J141019
11000001	21000321	31000107	J102206
11000001	21000321	31000108	J125903
11000001	21000321	31000109	J134939
11000001	21000321	31000110	J162641
11000001	21000321	31000111	J152537
11000001	21000321	31000112	J224442
11000001	21000321	31000113	J104138
11000001	21000321	31000114	J121516
11000001	21000321	31000115	J114540
11000001	21000321	31000116	J155013
11000001	21000322	31000117	J144450
11000001	21000322	31000118	J141239
11000001	21000322	31000119	J115545
11000001	21000322	31000120	J114905
11000001	21000322	31000121	J120522
